1,2.000,372.633,2.000
2,1.777,376.067,1.898
3,1.771,376.323,1.895
4,1.752,376.493,1.886
5,1.735,376.560,1.878
6,1.715,376.822,1.869
7,1.697,376.951,1.860
8,1.679,377.389,1.852
9,1.663,377.332,1.844
10,1.644,377.723,1.835
11,1.626,377.894,1.827
12,1.614,378.009,1.821
13,1.595,378.149,1.812
14,1.593,378.046,1.811
15,1.577,378.084,1.803
16,1.560,378.293,1.795
17,1.542,378.600,1.787
18,1.520,378.824,1.777
19,1.506,378.776,1.769
20,1.486,379.219,1.761
